id,loan_amnt_USD,loan_amnt_EUR,funded_amnt_USD,funded_amnt_EUR,int_rate,installment_USD,installment_EUR,total_pymnt_USD,total_pymnt_EUR,exchange_rate,issue_date,loan_status,term_months,sub_grade,verification_status,state_address
19137119.0,35000.0,31186.0493597806,1000.0,891.0299817080172,0.28,1372.0,1222.4931349033996,41913.0,37345.739623328125,1.122296690940857,6.0,1.0,60.0,9.0,1.0,1.0
19646726.0,35000.0,31235.049317332036,1000.0,892.429980495201,0.28,1372.0,1224.4139332394159,41913.0,37404.41777249536,1.1205360889434814,2.0,1.0,36.0,4.0,0.0,3.0
22403153.0,35000.0,31235.049317332036,1000.0,892.429980495201,0.28,1372.0,1224.4139332394159,41913.0,37404.41777249536,1.1205360889434814,2.0,0.0,36.0,11.0,0.0,3.0
25276117.0,35000.0,31006.501937950725,1000.0,885.9000553700207,0.28,1372.0,1215.4548759676684,41913.0,37130.72902072368,1.1287955045700073,1.0,1.0,60.0,7.0,1.0,4.0
31207716.0,35000.0,31235.049317332036,1000.0,892.429980495201,0.28,1372.0,1224.4139332394159,41913.0,37404.41777249536,1.1205360889434814,2.0,1.0,60.0,12.0,1.0,1.0
31888135.0,35000.0,33071.85132510423,1000.0,944.9100378601208,0.28,1372.0,1296.416571944086,41913.0,39604.01441683125,1.0583018064498901,11.0,1.0,36.0,24.0,1.0,2.0
34462110.0,35000.0,31235.049317332036,1000.0,892.429980495201,0.28,1372.0,1224.4139332394159,41913.0,37404.41777249536,1.1205360889434814,2.0,1.0,36.0,11.0,1.0,3.0
34883768.0,35000.0,31006.501937950725,1000.0,885.9000553700207,0.28,1372.0,1215.4548759676684,41913.0,37130.72902072368,1.1287955045700073,1.0,1.0,36.0,4.0,0.0,4.0
35683282.0,35000.0,31006.501937950725,1000.0,885.9000553700207,0.28,1372.0,1215.4548759676684,41913.0,37130.72902072368,1.1287955045700073,1.0,1.0,36.0,2.0,1.0,0.0
36169417.0,35000.0,31006.501937950725,1000.0,885.9000553700207,0.28,1372.0,1215.4548759676684,41913.0,37130.72902072368,1.1287955045700073,1.0,1.0,60.0,16.0,1.0,0.0
36201871.0,35000.0,31006.501937950725,1000.0,885.9000553700207,0.28,1372.0,1215.4548759676684,41913.0,37130.72902072368,1.1287955045700073,1.0,1.0,36.0,1.0,1.0,4.0
36241014.0,35000.0,31006.501937950725,1000.0,885.9000553700207,0.28,1372.0,1215.4548759676684,41913.0,37130.72902072368,1.1287955045700073,1.0,1.0,60.0,6.0,1.0,2.0
36561402.0,35000.0,31994.898274429812,1000.0,914.1399506979947,0.28,1372.0,1254.2000123576486,41913.0,38314.34775360505,1.0939244031906128,7.0,1.0,36.0,8.0,1.0,2.0
36763239.0,35000.0,31006.501937950725,1000.0,885.9000553700207,0.28,1372.0,1215.4548759676684,41913.0,37130.72902072368,1.1287955045700073,1.0,1.0,60.0,20.0,1.0,0.0
36802496.0,35000.0,31006.501937950725,1000.0,885.9000553700207,0.28,1372.0,1215.4548759676684,41913.0,37130.72902072368,1.1287955045700073,1.0,1.0,36.0,11.0,1.0,2.0
36806601.0,35000.0,31654.536658335375,1000.0,904.4153330952964,0.28,1372.0,1240.8578370067466,41913.0,37906.759856023156,1.1056866943836212,0.0,1.0,36.0,7.0,1.0,2.0
36950419.0,35000.0,31006.501937950725,1000.0,885.9000553700207,0.28,1372.0,1215.4548759676684,41913.0,37130.72902072368,1.1287955045700073,1.0,1.0,60.0,17.0,1.0,1.0
37011266.0,35000.0,31006.501937950725,1000.0,885.9000553700207,0.28,1372.0,1215.4548759676684,41913.0,37130.72902072368,1.1287955045700073,1.0,1.0,36.0,16.0,1.0,4.0
37051229.0,35000.0,31006.501937950725,1000.0,885.9000553700207,0.28,1372.0,1215.4548759676684,41913.0,37130.72902072368,1.1287955045700073,1.0,1.0,60.0,10.0,1.0,1.0
37068509.0,35000.0,31006.501937950725,1000.0,885.9000553700207,0.28,1372.0,1215.4548759676684,41913.0,37130.72902072368,1.1287955045700073,1.0,1.0,36.0,15.0,1.0,3.0
37107114.0,35000.0,31006.501937950725,1000.0,885.9000553700207,0.28,1372.0,1215.4548759676684,41913.0,37130.72902072368,1.1287955045700073,1.0,1.0,36.0,2.0,1.0,2.0
37257668.0,35000.0,31006.501937950725,1000.0,885.9000553700207,0.28,1372.0,1215.4548759676684,41913.0,37130.72902072368,1.1287955045700073,1.0,1.0,36.0,5.0,1.0,2.0
37267742.0,35000.0,31006.501937950725,1000.0,885.9000553700207,0.28,1372.0,1215.4548759676684,41913.0,37130.72902072368,1.1287955045700073,1.0,0.0,36.0,5.0,0.0,2.0
37329129.0,35000.0,31006.501937950725,1000.0,885.9000553700207,0.28,1372.0,1215.4548759676684,41913.0,37130.72902072368,1.1287955045700073,1.0,1.0,36.0,10.0,0.0,2.0
37600541.0,35000.0,31654.536658335375,1000.0,904.4153330952964,0.28,1372.0,1240.8578370067466,41913.0,37906.759856023156,1.1056866943836212,0.0,1.0,36.0,5.0,1.0,2.0
37601431.0,35000.0,31006.501937950725,1000.0,885.9000553700207,0.28,1372.0,1215.4548759676684,41913.0,37130.72902072368,1.1287955045700073,1.0,1.0,60.0,13.0,1.0,2.0
37612109.0,35000.0,31006.501937950725,1000.0,885.9000553700207,0.28,1372.0,1215.4548759676684,41913.0,37130.72902072368,1.1287955045700073,1.0,1.0,36.0,19.0,1.0,2.0
37612196.0,35000.0,31006.501937950725,1000.0,885.9000553700207,0.28,1372.0,1215.4548759676684,41913.0,37130.72902072368,1.1287955045700073,1.0,1.0,60.0,7.0,1.0,3.0
37620643.0,35000.0,31006.501937950725,1000.0,885.9000553700207,0.28,1372.0,1215.4548759676684,41913.0,37130.72902072368,1.1287955045700073,1.0,1.0,36.0,2.0,1.0,1.0
37621437.0,35000.0,31006.501937950725,1000.0,885.9000553700207,0.28,1372.0,1215.4548759676684,41913.0,37130.72902072368,1.1287955045700073,1.0,1.0,36.0,21.0,1.0,1.0
37621803.0,35000.0,31006.501937950725,1000.0,885.9000553700207,0.28,1372.0,1215.4548759676684,41913.0,37130.72902072368,1.1287955045700073,1.0,1.0,36.0,7.0,0.0,2.0
37640409.0,35000.0,31006.501937950725,1000.0,885.9000553700207,0.28,1372.0,1215.4548759676684,41913.0,37130.72902072368,1.1287955045700073,1.0,0.0,60.0,23.0,0.0,1.0
37641179.0,35000.0,31006.501937950725,1000.0,885.9000553700207,0.28,1372.0,1215.4548759676684,41913.0,37130.72902072368,1.1287955045700073,1.0,1.0,36.0,4.0,1.0,1.0
37641650.0,35000.0,31006.501937950725,1000.0,885.9000553700207,0.28,1372.0,1215.4548759676684,41913.0,37130.72902072368,1.1287955045700073,1.0,1.0,36.0,5.0,1.0,2.0
37651425.0,35000.0,31006.501937950725,1000.0,885.9000553700207,0.28,1372.0,1215.4548759676684,41913.0,37130.72902072368,1.1287955045700073,1.0,1.0,36.0,18.0,1.0,2.0
37652106.0,35000.0,31006.501937950725,1000.0,885.9000553700207,0.28,1372.0,1215.4548759676684,41913.0,37130.72902072368,1.1287955045700073,1.0,1.0,36.0,16.0,1.0,2.0
37671458.0,35000.0,31006.501937950725,1000.0,885.9000553700207,0.28,1372.0,1215.4548759676684,41913.0,37130.72902072368,1.1287955045700073,1.0,1.0,36.0,4.0,1.0,4.0
37671833.0,35000.0,31006.501937950725,1000.0,885.9000553700207,0.28,1372.0,1215.4548759676684,41913.0,37130.72902072368,1.1287955045700073,1.0,1.0,36.0,12.0,0.0,2.0
37672125.0,35000.0,31006.501937950725,1000.0,885.9000553700207,0.28,1372.0,1215.4548759676684,41913.0,37130.72902072368,1.1287955045700073,1.0,1.0,60.0,1.0,0.0,1.0
37680706.0,35000.0,31006.501937950725,1000.0,885.9000553700207,0.28,1372.0,1215.4548759676684,41913.0,37130.72902072368,1.1287955045700073,1.0,1.0,36.0,5.0,1.0,1.0
37680875.0,35000.0,31006.501937950725,1000.0,885.9000553700207,0.28,1372.0,1215.4548759676684,41913.0,37130.72902072368,1.1287955045700073,1.0,1.0,60.0,6.0,1.0,0.0
37691298.0,35000.0,31006.501937950725,1000.0,885.9000553700207,0.28,1372.0,1215.4548759676684,41913.0,37130.72902072368,1.1287955045700073,1.0,1.0,60.0,6.0,1.0,3.0
37691377.0,35000.0,31006.501937950725,1000.0,885.9000553700207,0.28,1372.0,1215.4548759676684,41913.0,37130.72902072368,1.1287955045700073,1.0,1.0,60.0,8.0,1.0,3.0
37691997.0,35000.0,31006.501937950725,1000.0,885.9000553700207,0.28,1372.0,1215.4548759676684,41913.0,37130.72902072368,1.1287955045700073,1.0,1.0,36.0,2.0,0.0,4.0
37692393.0,35000.0,31006.501937950725,1000.0,885.9000553700207,0.28,1372.0,1215.4548759676684,41913.0,37130.72902072368,1.1287955045700073,1.0,1.0,60.0,10.0,0.0,3.0
37700602.0,35000.0,31006.501937950725,1000.0,885.9000553700207,0.28,1372.0,1215.4548759676684,41913.0,37130.72902072368,1.1287955045700073,1.0,1.0,60.0,35.0,1.0,1.0
37730598.0,35000.0,31006.501937950725,1000.0,885.9000553700207,0.28,1372.0,1215.4548759676684,41913.0,37130.72902072368,1.1287955045700073,1.0,1.0,36.0,12.0,0.0,1.0
37731126.0,35000.0,31006.501937950725,1000.0,885.9000553700207,0.28,1372.0,1215.4548759676684,41913.0,37130.72902072368,1.1287955045700073,1.0,1.0,60.0,16.0,1.0,1.0
37750229.0,35000.0,31654.536658335375,1000.0,904.4153330952964,0.28,1372.0,1240.8578370067466,41913.0,37906.759856023156,1.1056866943836212,0.0,1.0,60.0,14.0,1.0,4.0
37750958.0,35000.0,31006.501937950725,1000.0,885.9000553700207,0.28,1372.0,1215.4548759676684,41913.0,37130.72902072368,1.1287955045700073,1.0,1.0,60.0,4.0,1.0,3.0
37751648.0,35000.0,31006.501937950725,1000.0,885.9000553700207,0.28,1372.0,1215.4548759676684,41913.0,37130.72902072368,1.1287955045700073,1.0,1.0,36.0,2.0,1.0,1.0
37752011.0,35000.0,31006.501937950725,1000.0,885.9000553700207,0.28,1372.0,1215.4548759676684,41913.0,37130.72902072368,1.1287955045700073,1.0,1.0,36.0,10.0,1.0,4.0
37811574.0,35000.0,31006.501937950725,1000.0,885.9000553700207,0.28,1372.0,1215.4548759676684,41913.0,37130.72902072368,1.1287955045700073,1.0,1.0,60.0,6.0,1.0,2.0
37811673.0,35000.0,31006.501937950725,1000.0,885.9000553700207,0.28,1372.0,1215.4548759676684,41913.0,37130.72902072368,1.1287955045700073,1.0,1.0,36.0,17.0,1.0,1.0
37821356.0,35000.0,31006.501937950725,1000.0,885.9000553700207,0.28,1372.0,1215.4548759676684,41913.0,37130.72902072368,1.1287955045700073,1.0,1.0,60.0,23.0,0.0,2.0
37841440.0,35000.0,31006.501937950725,1000.0,885.9000553700207,0.28,1372.0,1215.4548759676684,41913.0,37130.72902072368,1.1287955045700073,1.0,1.0,36.0,8.0,1.0,2.0
37866237.0,35000.0,31006.501937950725,1000.0,885.9000553700207,0.28,1372.0,1215.4548759676684,41913.0,37130.72902072368,1.1287955045700073,1.0,1.0,36.0,14.0,1.0,2.0
37866544.0,35000.0,31006.501937950725,1000.0,885.9000553700207,0.28,1372.0,1215.4548759676684,41913.0,37130.72902072368,1.1287955045700073,1.0,1.0,60.0,11.0,1.0,1.0
37887123.0,35000.0,31006.501937950725,1000.0,885.9000553700207,0.28,1372.0,1215.4548759676684,41913.0,37130.72902072368,1.1287955045700073,1.0,0.0,36.0,15.0,0.0,4.0
37887364.0,35000.0,31006.501937950725,1000.0,885.9000553700207,0.28,1372.0,1215.4548759676684,41913.0,37130.72902072368,1.1287955045700073,1.0,1.0,60.0,22.0,0.0,4.0
37907332.0,35000.0,31006.501937950725,1000.0,885.9000553700207,0.28,1372.0,1215.4548759676684,41913.0,37130.72902072368,1.1287955045700073,1.0,1.0,60.0,18.0,1.0,4.0
37917304.0,35000.0,31006.501937950725,1000.0,885.9000553700207,0.28,1372.0,1215.4548759676684,41913.0,37130.72902072368,1.1287955045700073,1.0,1.0,36.0,3.0,1.0,4.0
37927296.0,35000.0,31006.501937950725,1000.0,885.9000553700207,0.28,1372.0,1215.4548759676684,41913.0,37130.72902072368,1.1287955045700073,1.0,1.0,60.0,25.0,1.0,3.0
37927549.0,35000.0,31006.501937950725,1000.0,885.9000553700207,0.28,1372.0,1215.4548759676684,41913.0,37130.72902072368,1.1287955045700073,1.0,0.0,36.0,18.0,1.0,4.0
37938334.0,35000.0,31006.501937950725,1000.0,885.9000553700207,0.28,1372.0,1215.4548759676684,41913.0,37130.72902072368,1.1287955045700073,1.0,1.0,60.0,14.0,1.0,3.0
37948249.0,35000.0,31006.501937950725,1000.0,885.9000553700207,0.28,1372.0,1215.4548759676684,41913.0,37130.72902072368,1.1287955045700073,1.0,1.0,36.0,15.0,0.0,3.0
37948610.0,35000.0,31654.536658335375,1000.0,904.4153330952964,0.28,1372.0,1240.8578370067466,41913.0,37906.759856023156,1.1056866943836212,0.0,1.0,36.0,13.0,0.0,2.0
37958255.0,35000.0,31006.501937950725,1000.0,885.9000553700207,0.28,1372.0,1215.4548759676684,41913.0,37130.72902072368,1.1287955045700073,1.0,1.0,60.0,10.0,1.0,1.0
37978181.0,35000.0,31006.501937950725,1000.0,885.9000553700207,0.28,1372.0,1215.4548759676684,41913.0,37130.72902072368,1.1287955045700073,1.0,1.0,36.0,14.0,0.0,2.0
37998364.0,35000.0,31006.501937950725,1000.0,885.9000553700207,0.28,1372.0,1215.4548759676684,41913.0,37130.72902072368,1.1287955045700073,1.0,1.0,36.0,14.0,0.0,1.0
37998603.0,35000.0,31186.0493597806,1000.0,891.0299817080172,0.28,1372.0,1222.4931349033996,41913.0,37345.739623328125,1.122296690940857,6.0,1.0,60.0,8.0,0.0,4.0
38018251.0,35000.0,31006.501937950725,1000.0,885.9000553700207,0.28,1372.0,1215.4548759676684,41913.0,37130.72902072368,1.1287955045700073,1.0,1.0,60.0,8.0,1.0,4.0
38028516.0,35000.0,31006.501937950725,1000.0,885.9000553700207,0.28,1372.0,1215.4548759676684,41913.0,37130.72902072368,1.1287955045700073,1.0,1.0,36.0,16.0,1.0,1.0
38058468.0,35000.0,31006.501937950725,1000.0,885.9000553700207,0.28,1372.0,1215.4548759676684,41913.0,37130.72902072368,1.1287955045700073,1.0,1.0,36.0,15.0,0.0,3.0
38078645.0,35000.0,31006.501937950725,1000.0,885.9000553700207,0.28,1372.0,1215.4548759676684,41913.0,37130.72902072368,1.1287955045700073,1.0,0.0,36.0,15.0,0.0,2.0
38098252.0,35000.0,31006.501937950725,1000.0,885.9000553700207,0.28,1372.0,1215.4548759676684,41913.0,37130.72902072368,1.1287955045700073,1.0,0.0,36.0,15.0,1.0,3.0
38108327.0,35000.0,31006.501937950725,1000.0,885.9000553700207,0.28,1372.0,1215.4548759676684,41913.0,37130.72902072368,1.1287955045700073,1.0,0.0,36.0,13.0,1.0,1.0
38141178.0,35000.0,31006.501937950725,1000.0,885.9000553700207,0.28,1372.0,1215.4548759676684,41913.0,37130.72902072368,1.1287955045700073,1.0,1.0,60.0,19.0,0.0,2.0
38141958.0,35000.0,31654.536658335375,1000.0,904.4153330952964,0.28,1372.0,1240.8578370067466,41913.0,37906.759856023156,1.1056866943836212,0.0,1.0,36.0,16.0,1.0,1.0
38151414.0,35000.0,31006.501937950725,1000.0,885.9000553700207,0.28,1372.0,1215.4548759676684,41913.0,37130.72902072368,1.1287955045700073,1.0,1.0,60.0,14.0,1.0,1.0
38151481.0,35000.0,31006.501937950725,1000.0,885.9000553700207,0.28,1372.0,1215.4548759676684,41913.0,37130.72902072368,1.1287955045700073,1.0,1.0,36.0,1.0,1.0,4.0
38151638.0,35000.0,31006.501937950725,1000.0,885.9000553700207,0.28,1372.0,1215.4548759676684,41913.0,37130.72902072368,1.1287955045700073,1.0,1.0,60.0,26.0,1.0,2.0
38162231.0,35000.0,31006.501937950725,1000.0,885.9000553700207,0.28,1372.0,1215.4548759676684,41913.0,37130.72902072368,1.1287955045700073,1.0,1.0,60.0,21.0,1.0,2.0
38162496.0,35000.0,31006.501937950725,1000.0,885.9000553700207,0.28,1372.0,1215.4548759676684,41913.0,37130.72902072368,1.1287955045700073,1.0,1.0,36.0,25.0,1.0,1.0
38171495.0,35000.0,31006.501937950725,1000.0,885.9000553700207,0.28,1372.0,1215.4548759676684,41913.0,37130.72902072368,1.1287955045700073,1.0,1.0,60.0,20.0,1.0,2.0
38171566.0,35000.0,31006.501937950725,1000.0,885.9000553700207,0.28,1372.0,1215.4548759676684,41913.0,37130.72902072368,1.1287955045700073,1.0,1.0,36.0,8.0,0.0,1.0
38171736.0,35000.0,31006.501937950725,1000.0,885.9000553700207,0.28,1372.0,1215.4548759676684,41913.0,37130.72902072368,1.1287955045700073,1.0,1.0,60.0,34.0,1.0,2.0
38171949.0,35000.0,31006.501937950725,1000.0,885.9000553700207,0.28,1372.0,1215.4548759676684,41913.0,37130.72902072368,1.1287955045700073,1.0,1.0,60.0,13.0,1.0,3.0
38171990.0,35000.0,31006.501937950725,1000.0,885.9000553700207,0.28,1372.0,1215.4548759676684,41913.0,37130.72902072368,1.1287955045700073,1.0,1.0,60.0,30.0,1.0,1.0
38172140.0,35000.0,31006.501937950725,1000.0,885.9000553700207,0.28,1372.0,1215.4548759676684,41913.0,37130.72902072368,1.1287955045700073,1.0,1.0,36.0,6.0,1.0,1.0
38181359.0,35000.0,31006.501937950725,1000.0,885.9000553700207,0.28,1372.0,1215.4548759676684,41913.0,37130.72902072368,1.1287955045700073,1.0,1.0,60.0,14.0,1.0,2.0
38182010.0,35000.0,31006.501937950725,1000.0,885.9000553700207,0.28,1372.0,1215.4548759676684,41913.0,37130.72902072368,1.1287955045700073,1.0,1.0,36.0,20.0,1.0,1.0
38191359.0,35000.0,31006.501937950725,1000.0,885.9000553700207,0.28,1372.0,1215.4548759676684,41913.0,37130.72902072368,1.1287955045700073,1.0,0.0,36.0,17.0,1.0,4.0
38201230.0,35000.0,31006.501937950725,1000.0,885.9000553700207,0.28,1372.0,1215.4548759676684,41913.0,37130.72902072368,1.1287955045700073,1.0,0.0,36.0,15.0,1.0,2.0
38211297.0,35000.0,31006.501937950725,1000.0,885.9000553700207,0.28,1372.0,1215.4548759676684,41913.0,37130.72902072368,1.1287955045700073,1.0,1.0,36.0,11.0,1.0,4.0
38211876.0,35000.0,31006.501937950725,1000.0,885.9000553700207,0.28,1372.0,1215.4548759676684,41913.0,37130.72902072368,1.1287955045700073,1.0,1.0,60.0,20.0,1.0,4.0
38212467.0,35000.0,31006.501937950725,1000.0,885.9000553700207,0.28,1372.0,1215.4548759676684,41913.0,37130.72902072368,1.1287955045700073,1.0,1.0,36.0,13.0,1.0,2.0
38212617.0,35000.0,31006.501937950725,1000.0,885.9000553700207,0.28,1372.0,1215.4548759676684,41913.0,37130.72902072368,1.1287955045700073,1.0,1.0,60.0,24.0,1.0,1.0
38212702.0,35000.0,31006.501937950725,1000.0,885.9000553700207,0.28,1372.0,1215.4548759676684,41913.0,37130.72902072368,1.1287955045700073,1.0,1.0,60.0,10.0,1.0,3.0
38221902.0,35000.0,31006.501937950725,1000.0,885.9000553700207,0.28,1372.0,1215.4548759676684,41913.0,37130.72902072368,1.1287955045700073,1.0,1.0,36.0,2.0,1.0,2.0
38232469.0,35000.0,31006.501937950725,1000.0,885.9000553700207,0.28,1372.0,1215.4548759676684,41913.0,37130.72902072368,1.1287955045700073,1.0,1.0,36.0,13.0,1.0,2.0
38242030.0,35000.0,31006.501937950725,1000.0,885.9000553700207,0.28,1372.0,1215.4548759676684,41913.0,37130.72902072368,1.1287955045700073,1.0,1.0,36.0,14.0,0.0,2.0
38242401.0,35000.0,31006.501937950725,1000.0,885.9000553700207,0.28,1372.0,1215.4548759676684,41913.0,37130.72902072368,1.1287955045700073,1.0,1.0,36.0,7.0,1.0,4.0
38261283.0,35000.0,31006.501937950725,1000.0,885.9000553700207,0.28,1372.0,1215.4548759676684,41913.0,37130.72902072368,1.1287955045700073,1.0,0.0,36.0,4.0,0.0,2.0
38261765.0,35000.0,31006.501937950725,1000.0,885.9000553700207,0.28,1372.0,1215.4548759676684,41913.0,37130.72902072368,1.1287955045700073,1.0,1.0,36.0,3.0,0.0,1.0
38272059.0,35000.0,31006.501937950725,1000.0,885.9000553700207,0.28,1372.0,1215.4548759676684,41913.0,37130.72902072368,1.1287955045700073,1.0,1.0,36.0,14.0,1.0,0.0
38272154.0,35000.0,31006.501937950725,1000.0,885.9000553700207,0.28,1372.0,1215.4548759676684,41913.0,37130.72902072368,1.1287955045700073,1.0,1.0,36.0,6.0,1.0,3.0
38281530.0,35000.0,31006.501937950725,1000.0,885.9000553700207,0.28,1372.0,1215.4548759676684,41913.0,37130.72902072368,1.1287955045700073,1.0,1.0,36.0,15.0,1.0,2.0
38282489.0,35000.0,31006.501937950725,1000.0,885.9000553700207,0.28,1372.0,1215.4548759676684,41913.0,37130.72902072368,1.1287955045700073,1.0,1.0,36.0,5.0,0.0,1.0
38291244.0,35000.0,31006.501937950725,1000.0,885.9000553700207,0.28,1372.0,1215.4548759676684,41913.0,37130.72902072368,1.1287955045700073,1.0,1.0,36.0,11.0,1.0,2.0
38301173.0,35000.0,31006.501937950725,1000.0,885.9000553700207,0.28,1372.0,1215.4548759676684,41913.0,37130.72902072368,1.1287955045700073,1.0,1.0,60.0,18.0,1.0,4.0
38311414.0,35000.0,31006.501937950725,1000.0,885.9000553700207,0.28,1372.0,1215.4548759676684,41913.0,37130.72902072368,1.1287955045700073,1.0,1.0,60.0,13.0,0.0,2.0
38311693.0,35000.0,31006.501937950725,1000.0,885.9000553700207,0.28,1372.0,1215.4548759676684,41913.0,37130.72902072368,1.1287955045700073,1.0,1.0,36.0,7.0,1.0,1.0
38312082.0,35000.0,31006.501937950725,1000.0,885.9000553700207,0.28,1372.0,1215.4548759676684,41913.0,37130.72902072368,1.1287955045700073,1.0,1.0,36.0,10.0,1.0,3.0
38312255.0,35000.0,31006.501937950725,1000.0,885.9000553700207,0.28,1372.0,1215.4548759676684,41913.0,37130.72902072368,1.1287955045700073,1.0,1.0,60.0,9.0,1.0,3.0
38321857.0,35000.0,31006.501937950725,1000.0,885.9000553700207,0.28,1372.0,1215.4548759676684,41913.0,37130.72902072368,1.1287955045700073,1.0,1.0,36.0,9.0,1.0,4.0
38341427.0,35000.0,31006.501937950725,1000.0,885.9000553700207,0.28,1372.0,1215.4548759676684,41913.0,37130.72902072368,1.1287955045700073,1.0,1.0,36.0,1.0,1.0,2.0
38342108.0,35000.0,31006.501937950725,1000.0,885.9000553700207,0.28,1372.0,1215.4548759676684,41913.0,37130.72902072368,1.1287955045700073,1.0,1.0,60.0,23.0,1.0,2.0
38342391.0,35000.0,31006.501937950725,1000.0,885.9000553700207,0.28,1372.0,1215.4548759676684,41913.0,37130.72902072368,1.1287955045700073,1.0,0.0,36.0,6.0,0.0,1.0
38342504.0,35000.0,31006.501937950725,1000.0,885.9000553700207,0.28,1372.0,1215.4548759676684,41913.0,37130.72902072368,1.1287955045700073,1.0,1.0,60.0,25.0,1.0,4.0
38362671.0,35000.0,31006.501937950725,1000.0,885.9000553700207,0.28,1372.0,1215.4548759676684,41913.0,37130.72902072368,1.1287955045700073,1.0,1.0,60.0,10.0,0.0,4.0
38382064.0,35000.0,31006.501937950725,1000.0,885.9000553700207,0.28,1372.0,1215.4548759676684,41913.0,37130.72902072368,1.1287955045700073,1.0,1.0,60.0,19.0,0.0,1.0
38413636.0,35000.0,31006.501937950725,1000.0,885.9000553700207,0.28,1372.0,1215.4548759676684,41913.0,37130.72902072368,1.1287955045700073,1.0,1.0,36.0,5.0,0.0,3.0
38413974.0,35000.0,31006.501937950725,1000.0,885.9000553700207,0.28,1372.0,1215.4548759676684,41913.0,37130.72902072368,1.1287955045700073,1.0,1.0,36.0,16.0,1.0,1.0
